"reference_id","registration_number","doctor_name","normalized_name","state_medical_council","registration_year","registration_date","qualification","specialization","registration_status","source_type","source_reference","source_year"
"REF-TN-000107","SYN-TN-MED-000107","Nandita Krishnamurthy","NANDITA KRISHNAMURTHY","Tamil Nadu Medical Council","1998","1998-03-13","MBBS","Cardiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PB-000108","SYN-PB-MED-000108","Akanksha Varma","AKANKSHA VARMA","Punjab Medical Council","1988","1988-01-25","MBBS, MD","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000109","SYN-GJ-MED-000109","Kiran Sharma","KIRAN SHARMA","Gujarat Medical Council","1990","1990-11-13","MBBS, MD","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-ML-000110","SYN-ML-MED-000110","Vivek Sharma","VIVEK SHARMA","Meghalaya Medical Council","1993","1993-09-27","MBBS, MD","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UK-000111","SYN-UK-MED-000111","Sudha Mishra","SUDHA MISHRA","Uttarakhand Medical Council","2015","2015-08-28","MBBS, MS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000112","SYN-KER-MED-000112","Kiran Abraham","KIRAN ABRAHAM","Kerala Medical Council","1996","1996-10-20","MBBS, MS","Urology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000113","SYN-MH-MED-000113","Vishal Pawar","VISHAL PAWAR","Maharashtra Medical Council","2019","2019-05-12","MBBS, MS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000114","SYN-DL-MED-000114","Vivek Gupta","VIVEK GUPTA","Delhi Medical Council","2008","2008-07-09","MBBS, MD","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000115","SYN-TG-MED-000115","Savitha Sharma","SAVITHA SHARMA","Telangana State Medical Council","2007","2007-05-16","MBBS, MS","Diabetology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000116","SYN-KA-MED-000116","Priya Kamath","PRIYA KAMATH","Karnataka Medical Council","2004","2004-01-25","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000117","SYN-AP-MED-000117","Revathi Reddy","REVATHI REDDY","Andhra Pradesh Medical Council","2020","2020-06-07","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000118","SYN-TG-MED-000118","Praveen Patel","PRAVEEN PATEL","Telangana State Medical Council","2009","2009-07-08","MBBS, MD","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000119","SYN-KA-MED-000119","Anupama Swamy","ANUPAMA SWAMY","Karnataka Medical Council","2002","2002-05-21","MBBS, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000120","SYN-RJ-MED-000120","Sreedevi Kumar","SREEDEVI KUMAR","Rajasthan Medical Council","1996","1996-03-10","MBBS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000121","SYN-UP-MED-000121","Rajesh Iyer","RAJESH IYER","Uttar Pradesh Medical Council","2016","2016-04-11","MBBS","General Surgery","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000122","SYN-GJ-MED-000122","Akash Patel","AKASH PATEL","Gujarat Medical Council","1991","1991-05-09","MBBS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000123","SYN-KA-MED-000123","Prakash Reddy","PRAKASH REDDY","Karnataka Medical Council","1994","1994-01-16","MBBS, MD","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000124","SYN-KER-MED-000124","Rohini Mathew","ROHINI MATHEW","Kerala Medical Council","2008","2008-08-23","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000125","SYN-MH-MED-000125","Priya Kulkarni","PRIYA KULKARNI","Maharashtra Medical Council","1988","1988-05-25","MBBS, MD","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000126","SYN-UP-MED-000126","Naresh Jain","NARESH JAIN","Uttar Pradesh Medical Council","2009","2009-01-04","MBBS, MS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000127","SYN-KA-MED-000127","Rajani Kamath","RAJANI KAMATH","Karnataka Medical Council","2000","2000-12-02","MBBS, MD","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000128","SYN-TN-MED-000128","Nikhil Kumar","NIKHIL KUMAR","Tamil Nadu Medical Council","2009","2009-11-10","MBBS, MD, DNB","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000129","SYN-TN-MED-000129","Arvind Raj","ARVIND RAJ","Tamil Nadu Medical Council","2018","2018-02-09","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-BR-000130","SYN-BR-MED-000130","Usha Rao","USHA RAO","Bihar Medical Council","1998","1998-02-08","MBBS, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000131","SYN-TN-MED-000131","Revathi Ramaswamy","REVATHI RAMASWAMY","Tamil Nadu Medical Council","2022","2022-02-13","MBBS, MD, DM","General Medicine","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000132","SYN-TN-MED-000132","Geeta Kumar","GEETA KUMAR","Tamil Nadu Medical Council","2023","2023-03-12","MBBS, MD, DM","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000133","SYN-MH-MED-000133","Girish Shinde","GIRISH SHINDE","Maharashtra Medical Council","2006","2006-11-02","MBBS","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000134","SYN-WB-MED-000134","Asha Singh","ASHA SINGH","West Bengal Medical Council","1993","1993-08-08","MBBS, MD","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000135","SYN-TN-MED-000135","Priya Natarajan","PRIYA NATARAJAN","Tamil Nadu Medical Council","2013","2013-12-07","MBBS","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000136","SYN-KA-MED-000136","Kiran Rao","KIRAN RAO","Karnataka Medical Council","1987","1987-08-23","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000137","SYN-DL-MED-000137","Amita Kumar","AMITA KUMAR","Delhi Medical Council","2021","2021-03-18","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-NL-000138","SYN-NL-MED-000138","Shobha Iyer","SHOBHA IYER","Nagaland Medical Council","2020","2020-03-03","MBBS, MS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000139","SYN-TN-MED-000139","Rahul Raj","RAHUL RAJ","Tamil Nadu Medical Council","2008","2008-08-01","MBBS, MD, DM","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000140","SYN-GJ-MED-000140","Murali Reddy","MURALI REDDY","Gujarat Medical Council","2008","2008-10-08","MBBS, MD","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000141","SYN-MH-MED-000141","Asha Jadhav","ASHA JADHAV","Maharashtra Medical Council","2009","2009-04-17","MBBS, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000142","SYN-AP-MED-000142","Ram Mishra","RAM MISHRA","Andhra Pradesh Medical Council","2011","2011-11-11","MBBS","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000143","SYN-TG-MED-000143","Arvind Sharma","ARVIND SHARMA","Telangana State Medical Council","1996","1996-01-07","MBBS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000144","SYN-TN-MED-000144","Geetha Annamalai","GEETHA ANNAMALAI","Tamil Nadu Medical Council","2016","2016-09-20","MBBS, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-CG-000145","SYN-CG-MED-000145","Pavan Iyer","PAVAN IYER","Chhattisgarh Medical Council","1989","1989-01-07","MBBS, DNB","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000146","SYN-TN-MED-000146","Lavanya Rajan","LAVANYA RAJAN","Tamil Nadu Medical Council","2008","2008-09-24","MBBS, MD, DNB","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000147","SYN-KER-MED-000147","Revathi Nair","REVATHI NAIR","Kerala Medical Council","2002","2002-09-02","MBBS, DNB","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-000148","SYN-HR-MED-000148","Nishant Anand","NISHANT ANAND","Haryana Medical Council","1991","1991-02-24","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000149","SYN-KA-MED-000149","Archana Nayak","ARCHANA NAYAK","Karnataka Medical Council","2000","2000-10-21","MBBS, MD, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000150","SYN-MH-MED-000150","Vijay Salvi","VIJAY SALVI","Maharashtra Medical Council","1991","1991-11-19","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000151","SYN-DL-MED-000151","Vinod Verma","VINOD VERMA","Delhi Medical Council","1995","1995-03-18","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000152","SYN-MH-MED-000152","Asha Rane","ASHA RANE","Maharashtra Medical Council","2013","2013-06-11","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000153","SYN-AP-MED-000153","Suresh Das","SURESH DAS","Andhra Pradesh Medical Council","2005","2005-10-08","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000154","SYN-KA-MED-000154","Bhavana Raju","BHAVANA RAJU","Karnataka Medical Council","2001","2001-06-15","MBBS, MS","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000155","SYN-KER-MED-000155","Arjun Iyer","ARJUN IYER","Kerala Medical Council","2023","2023-01-17","MBBS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000156","SYN-KA-MED-000156","Pavan Hegde","PAVAN HEGDE","Karnataka Medical Council","2005","2005-01-25","MBBS, MD, DM","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000157","SYN-KA-MED-000157","Yashodha Bhat","YASHODHA BHAT","Karnataka Medical Council","2017","2017-09-19","MBBS, MD, DNB","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000158","SYN-DL-MED-000158","Suresh Agarwal","SURESH AGARWAL","Delhi Medical Council","1994","1994-03-09","MBBS, MD","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000159","SYN-KA-MED-000159","Priya Swamy","PRIYA SWAMY","Karnataka Medical Council","2004","2004-02-19","MBBS, MD","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000160","SYN-GJ-MED-000160","Padmini Mishra","PADMINI MISHRA","Gujarat Medical Council","2015","2015-03-16","MBBS, MD, DM","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000161","SYN-DL-MED-000161","Savitha Verma","SAVITHA VERMA","Delhi Medical Council","2023","2023-11-10","MBBS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000162","SYN-KA-MED-000162","Rajini Gowda","RAJINI GOWDA","Karnataka Medical Council","2006","2006-06-27","MBBS, MS","Neurology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000163","SYN-TG-MED-000163","Prakash Iyer","PRAKASH IYER","Telangana State Medical Council","1985","1985-11-25","MBBS, DNB","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000164","SYN-MH-MED-000164","Arvind More","ARVIND MORE","Maharashtra Medical Council","2019","2019-10-05","MBBS, MD","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000165","SYN-WB-MED-000165","Ashok Chandra","ASHOK CHANDRA","West Bengal Medical Council","2013","2013-10-19","MBBS, MS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000166","SYN-KA-MED-000166","Rekha Shetty","REKHA SHETTY","Karnataka Medical Council","1994","1994-03-11","MBBS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000167","SYN-TN-MED-000167","Bhavana Annamalai","BHAVANA ANNAMALAI","Tamil Nadu Medical Council","2001","2001-02-13","MBBS, MS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000168","SYN-KER-MED-000168","Kiran Mathew","KIRAN MATHEW","Kerala Medical Council","2020","2020-04-16","MBBS, MD","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000169","SYN-GJ-MED-000169","Kavitha Anand","KAVITHA ANAND","Gujarat Medical Council","2000","2000-04-03","MBBS, MD","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000170","SYN-TN-MED-000170","Zarina Krishnamurthy","ZARINA KRISHNAMURTHY","Tamil Nadu Medical Council","1992","1992-11-14","MBBS, MS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000171","SYN-DL-MED-000171","Sathish Chopra","SATHISH CHOPRA","Delhi Medical Council","1986","1986-05-06","MBBS, MS, DNB","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000172","SYN-RJ-MED-000172","Rohini Dey","ROHINI DEY","Rajasthan Medical Council","1994","1994-08-02","MBBS, MD, DNB","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000173","SYN-TN-MED-000173","Shyam Annamalai","SHYAM ANNAMALAI","Tamil Nadu Medical Council","1990","1990-02-24","MBBS","Emergency Medicine","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000174","SYN-TG-MED-000174","Sunita Gupta","SUNITA GUPTA","Telangana State Medical Council","1985","1985-06-23","MBBS, MD, DM","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000175","SYN-TG-MED-000175","Akash Mishra","AKASH MISHRA","Telangana State Medical Council","1998","1998-12-18","MBBS, MD","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000176","SYN-TN-MED-000176","Rahul Raj","RAHUL RAJ","Tamil Nadu Medical Council","2015","2015-10-24","MBBS, MS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-OD-000177","SYN-OD-MED-000177","Akash Chandra","AKASH CHANDRA","Odisha Medical Council","2022","2022-11-17","MBBS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000178","SYN-AP-MED-000178","Naveen Iyer","NAVEEN IYER","Andhra Pradesh Medical Council","2002","2002-01-15","MBBS, DNB","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000179","SYN-KA-MED-000179","Mamta Rao","MAMTA RAO","Karnataka Medical Council","2008","2008-02-01","MBBS, MD","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000180","SYN-UP-MED-000180","Srikanth Anand","SRIKANTH ANAND","Uttar Pradesh Medical Council","1991","1991-06-16","MBBS, MS, MCh","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000181","SYN-WB-MED-000181","Naveen Anand","NAVEEN ANAND","West Bengal Medical Council","2014","2014-09-23","MBBS","Obstetrics and Gynecology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000182","SYN-TN-MED-000182","Rohit Subramanian","ROHIT SUBRAMANIAN","Tamil Nadu Medical Council","2016","2016-07-24","MBBS, MD","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000183","SYN-MH-MED-000183","Shekhar Shinde","SHEKHAR SHINDE","Maharashtra Medical Council","2004","2004-04-17","MBBS, MD","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000184","SYN-GJ-MED-000184","Sushma Chandra","SUSHMA CHANDRA","Gujarat Medical Council","1986","1986-09-09","MBBS, MD","ENT","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000185","SYN-RJ-MED-000185","Mamta Sharma","MAMTA SHARMA","Rajasthan Medical Council","1990","1990-12-13","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000186","SYN-RJ-MED-000186","Lakshmi Mehta","LAKSHMI MEHTA","Rajasthan Medical Council","2011","2011-04-19","MBBS, MD","Psychiatry","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000187","SYN-TN-MED-000187","Sanjay Sekar","SANJAY SEKAR","Tamil Nadu Medical Council","2019","2019-03-07","MBBS, DNB","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PB-000188","SYN-PB-MED-000188","Rohini Shah","ROHINI SHAH","Punjab Medical Council","1993","1993-05-23","MBBS, DNB","Oncology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000189","SYN-WB-MED-000189","Vishal Sharma","VISHAL SHARMA","West Bengal Medical Council","2021","2021-03-11","MBBS","Radiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000190","SYN-MH-MED-000190","Jagadish Kulkarni","JAGADISH KULKARNI","Maharashtra Medical Council","2005","2005-03-24","MBBS","ENT","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000191","SYN-UP-MED-000191","Suresh Das","SURESH DAS","Uttar Pradesh Medical Council","2004","2004-08-24","MBBS, MD, DNB","Urology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-000192","SYN-MP-MED-000192","Rakesh Sharma","RAKESH SHARMA","Madhya Pradesh Medical Council","1997","1997-02-05","MBBS, MD","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000193","SYN-KA-MED-000193","Jyothi Kulkarni","JYOTHI KULKARNI","Karnataka Medical Council","1999","1999-10-08","MBBS, MD","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000194","SYN-RJ-MED-000194","Mythili Babu","MYTHILI BABU","Rajasthan Medical Council","1993","1993-09-28","MBBS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000195","SYN-MH-MED-000195","Murali Jadhav","MURALI JADHAV","Maharashtra Medical Council","2009","2009-08-16","MBBS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000196","SYN-GJ-MED-000196","Suresh Reddy","SURESH REDDY","Gujarat Medical Council","2002","2002-07-08","MBBS, DNB","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000197","SYN-KER-MED-000197","Deepak Krishnan","DEEPAK KRISHNAN","Kerala Medical Council","2013","2013-10-16","MBBS, DNB","Nephrology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JH-000198","SYN-JH-MED-000198","Vinod Chandra","VINOD CHANDRA","Jharkhand Medical Council","1987","1987-10-24","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000199","SYN-UP-MED-000199","Preethi Nair","PREETHI NAIR","Uttar Pradesh Medical Council","2023","2023-09-17","MBBS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000200","SYN-KER-MED-000200","Anupama Varma","ANUPAMA VARMA","Kerala Medical Council","2013","2013-08-27","MBBS, MS, MCh","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000201","SYN-UP-MED-000201","Sudhir Rao","SUDHIR RAO","Uttar Pradesh Medical Council","2020","2020-07-17","MBBS, MD, DM","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000202","SYN-KER-MED-000202","Vivek Thomas","VIVEK THOMAS","Kerala Medical Council","2004","2004-05-15","MBBS, MD","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-000203","SYN-HR-MED-000203","Ashok Anand","ASHOK ANAND","Haryana Medical Council","1994","1994-08-27","MBBS, DNB","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000204","SYN-TN-MED-000204","Harish Subramaniam","HARISH SUBRAMANIAM","Tamil Nadu Medical Council","2022","2022-12-18","MBBS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000205","SYN-KER-MED-000205","Anand Krishnan","ANAND KRISHNAN","Kerala Medical Council","2014","2014-10-23","MBBS, MS, MCh","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000206","SYN-AP-MED-000206","Sameer Patel","SAMEER PATEL","Andhra Pradesh Medical Council","1992","1992-02-04","MBBS, DNB","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000207","SYN-KER-MED-000207","Archana Thomas","ARCHANA THOMAS","Kerala Medical Council","2017","2017-10-06","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000208","SYN-AP-MED-000208","Manoj Mishra","MANOJ MISHRA","Andhra Pradesh Medical Council","2021","2021-11-28","MBBS, MD","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000209","SYN-AP-MED-000209","Padmaja Rao","PADMAJA RAO","Andhra Pradesh Medical Council","2011","2011-05-10","MBBS, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AS-000210","SYN-AS-MED-000210","Murali Singh","MURALI SINGH","Assam Medical Council","1993","1993-04-01","MBBS, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000211","SYN-UP-MED-000211","Amruta Babu","AMRUTA BABU","Uttar Pradesh Medical Council","2019","2019-01-20","MBBS, MS, MCh","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000212","SYN-TG-MED-000212","Mamta Babu","MAMTA BABU","Telangana State Medical Council","2014","2014-07-15","MBBS","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000213","SYN-WB-MED-000213","Sushma Varma","SUSHMA VARMA","West Bengal Medical Council","2002","2002-10-21","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
